,Regressor,R2_nn,R2_np,R2_ns,R2_pp,R2_ss,RMSE_nn,RMSE_np,RMSE_ns,RMSE_pp,RMSE_ss
0,Neural Net,0.806460874634817,0.7041991777138619,0.686692074945615,0.7780583888563736,0.8073639616792425,5.471910057061204,6.608522493424066,6.811721319398444,5.724321946047294,5.3412136559589545
