,Regressor,R2_nn,R2_np,R2_ns,R2_pp,R2_ss,RMSE_nn,RMSE_np,RMSE_ns,RMSE_pp,RMSE_ss
0,Neural Net,0.8133745424607269,0.759338446810245,0.8647600148968633,0.7866219366777149,0.8849873776262384,5.421126294049183,6.085033811663405,4.561549059507475,5.729734819384715,4.206612866429689
