,Regressor,R2_nn,R2_np,R2_ns,R2_pp,R2_ss,RMSE_nn,RMSE_np,RMSE_ns,RMSE_pp,RMSE_ss
0,Neural Net,0.8240231250082775,0.6557493426785852,0.5908474814812406,0.7817674028558619,0.6991605766781621,5.296222651356772,7.079209764437329,7.736678816668,5.636470036148239,6.634058962228386
